File............:   - APR,29.2017

System..........:  
Temperature.....:  unknown
Time............:  18:43:51-18:48:05
Scan mode.......:   10mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Steady state current/voltage diagramm

Lines:   248
Columns: 3

Number    Time/s    Potential/V   Current/A 
177         175.4       0.307     -1.085e+00
178         176.4       0.297     -1.105e+00
179         177.4       0.287     -1.129e+00
180         178.4       0.277     -1.149e+00
181         179.4       0.267     -1.168e+00
182         180.4       0.257     -1.195e+00
183         181.4       0.247     -1.217e+00
184         182.4       0.237     -1.240e+00
185         183.4       0.227     -1.264e+00
186         184.4       0.217     -1.286e+00
187         185.4       0.207     -1.309e+00
188         186.4       0.197     -1.334e+00
189         187.4       0.187     -1.360e+00
190         188.4       0.177     -1.383e+00
191         189.4       0.167     -1.407e+00
192         190.4       0.157     -1.432e+00
193         191.4       0.147     -1.455e+00
194         192.4       0.137     -1.480e+00
195         193.4       0.127     -1.507e+00
196         194.4       0.117     -1.535e+00
197         195.4       0.107     -1.563e+00
198         196.4       0.097     -1.589e+00
199         197.4       0.087     -1.616e+00
200         198.4       0.077     -1.646e+00
201         199.4       0.067     -1.674e+00
202         200.4       0.057     -1.702e+00
203         201.4       0.047     -1.731e+00
204         202.4       0.037     -1.760e+00
205         203.4       0.027     -1.788e+00
206         204.4       0.017     -1.817e+00
207         205.4       0.007     -1.852e+00
208         206.4      -0.003     -1.882e+00
209         207.4      -0.013     -1.910e+00
210         208.4      -0.023     -1.939e+00
211         209.4      -0.033     -1.971e+00
212         210.4      -0.043     -2.001e+00
213         211.4      -0.053     -2.033e+00
214         212.4      -0.063     -2.070e+00
215         213.4      -0.073     -2.100e+00
216         214.4      -0.083     -2.136e+00
217         215.4      -0.093     -2.166e+00
218         216.4      -0.103     -2.200e+00
219         217.4      -0.113     -2.238e+00
220         218.4      -0.123     -2.273e+00
221         219.4      -0.133     -2.310e+00
222         220.4      -0.143     -2.346e+00
223         221.4      -0.153     -2.383e+00
224         222.4      -0.163     -2.415e+00
225         223.4      -0.173     -2.456e+00
226         224.4      -0.183     -2.492e+00
227         225.4      -0.193     -2.534e+00
228         225.4      -0.193     -2.534e+00
229         226.7      -0.188     -2.493e+00
230         227.7      -0.178     -2.491e+00
231         228.7      -0.168     -2.460e+00
232         229.7      -0.158     -2.427e+00
233         230.7      -0.148     -2.395e+00
234         231.7      -0.138     -2.360e+00
235         232.7      -0.128     -2.322e+00
236         233.7      -0.118     -2.292e+00
237         234.7      -0.108     -2.263e+00
238         235.7      -0.098     -2.231e+00
239         236.7      -0.088     -2.203e+00
240         237.7      -0.078     -2.176e+00
241         238.7      -0.068     -2.148e+00
242         239.7      -0.058     -2.119e+00
243         240.7      -0.048     -2.090e+00
244         241.7      -0.038     -2.066e+00
245         242.7      -0.028     -2.041e+00
246         243.7      -0.018     -2.018e+00
247         244.7      -0.008     -1.995e+00
248         246.0      -0.002     -1.982e+00

