File............:   - APR,29.2017

System..........:  
Temperature.....:  unknown
Time............:  19:40:02-19:43:51
Scan mode.......:   10mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Steady state current/voltage diagramm

Lines:   220
Columns: 3

Number    Time/s    Potential/V   Current/A 
177         175.5       0.222     -7.945e-01
178         176.5       0.212     -8.152e-01
179         177.5       0.202     -8.330e-01
180         178.5       0.192     -8.514e-01
181         179.5       0.182     -8.719e-01
182         180.5       0.172     -8.930e-01
183         181.5       0.162     -9.079e-01
184         182.5       0.152     -9.250e-01
185         183.5       0.142     -9.455e-01
186         184.5       0.132     -9.594e-01
187         185.5       0.122     -9.757e-01
188         186.5       0.112     -9.955e-01
189         187.5       0.102     -1.016e+00
190         188.5       0.092     -1.031e+00
191         189.5       0.082     -1.048e+00
192         190.5       0.072     -1.068e+00
193         191.5       0.062     -1.089e+00
194         192.5       0.052     -1.104e+00
195         193.5       0.042     -1.123e+00
196         194.5       0.032     -1.146e+00
197         195.5       0.022     -1.166e+00
198         196.5       0.012     -1.179e+00
199         197.5       0.002     -1.197e+00
200         198.5      -0.008     -1.222e+00
201         199.5      -0.018     -1.243e+00
202         200.5      -0.028     -1.262e+00
203         201.5      -0.038     -1.283e+00
204         202.5      -0.048     -1.307e+00
205         203.5      -0.058     -1.329e+00
206         204.5      -0.068     -1.348e+00
207         205.5      -0.078     -1.372e+00
208         206.5      -0.088     -1.397e+00
209         208.2      -0.097     -1.417e+00
210         209.5      -0.095     -1.404e+00
211         210.5      -0.085     -1.394e+00
212         211.5      -0.075     -1.367e+00
213         212.5      -0.065     -1.344e+00
214         213.5      -0.055     -1.325e+00
215         214.5      -0.045     -1.305e+00
216         215.5      -0.035     -1.281e+00
217         216.5      -0.025     -1.261e+00
218         217.5      -0.015     -1.244e+00
219         218.5      -0.005     -1.227e+00
220         219.5      -0.000     -1.213e+00

