File............:   - APR,29.2017

System..........:  
Temperature.....:  unknown
Time............:  19:30:18-19:33:34
Scan mode.......:   10mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Steady state current/voltage diagramm

Lines:   190
Columns: 3

Number    Time/s    Potential/V   Current/A 
167         166.7      -0.234     -1.985e+00
168         167.7      -0.224     -1.957e+00
169         168.7      -0.214     -1.923e+00
170         169.7      -0.204     -1.892e+00
171         170.7      -0.194     -1.858e+00
172         171.7      -0.184     -1.832e+00
173         172.7      -0.174     -1.798e+00
174         173.7      -0.164     -1.772e+00
175         174.7      -0.154     -1.742e+00
176         175.7      -0.144     -1.715e+00
177         176.7      -0.134     -1.686e+00
178         177.7      -0.124     -1.657e+00
179         178.7      -0.114     -1.629e+00
180         179.7      -0.104     -1.604e+00
181         180.7      -0.094     -1.577e+00
182         181.7      -0.084     -1.553e+00
183         182.7      -0.074     -1.530e+00
184         183.7      -0.064     -1.508e+00
185         184.7      -0.054     -1.485e+00
186         185.7      -0.044     -1.466e+00
187         186.7      -0.034     -1.443e+00
188         187.7      -0.024     -1.421e+00
189         188.7      -0.014     -1.404e+00
190         190.6      -0.004     -1.383e+00

