File............:   - APR,20.2017

System..........:  
Temperature.....:  unknown
Time............:  20:08:59-20:11:03
Scan mode.......:   10mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Steady state current/voltage diagramm

Lines:   121
Columns: 3

Number    Time/s    Potential/V   Current/A 
1             0.0       0.000     -9.411e-03
2             1.1       0.005     -9.153e-03
3             2.1       0.015     -8.619e-03
4             3.1       0.025     -9.356e-03
5             4.1       0.035     -9.267e-03
6             5.1       0.045     -8.721e-03
7             6.1       0.055     -8.588e-03
8             7.1       0.065     -8.631e-03
9             8.1       0.075     -8.264e-03
10            9.1       0.085     -4.913e-03
11           10.1       0.095     -6.785e-03
12           11.1       0.105     -7.870e-03
13           12.1       0.115     -7.507e-03
14           13.1       0.125     -7.025e-03
15           14.1       0.135     -5.917e-03
16           15.1       0.145     -4.898e-03
17           16.1       0.155     -5.763e-03
18           17.1       0.165     -7.217e-03
19           18.1       0.175     -7.748e-03
20           19.1       0.185     -7.771e-03
21           20.1       0.195     -7.657e-03
22           21.1       0.205     -7.568e-03
23           22.1       0.215     -7.106e-03
24           23.1       0.225     -1.277e-03
25           24.2       0.236     -4.914e-03
26           25.2       0.246     -6.041e-03
27           26.2       0.256     -5.232e-03
28           27.2       0.266     -5.190e-03
29           28.2       0.276     -5.665e-03
30           29.2       0.286     -5.707e-03
31           30.2       0.296     -5.859e-03
32           31.2       0.306     -6.175e-03
33           32.2       0.316     -5.763e-03
34           33.2       0.326     -6.003e-03
35           34.2       0.336     -6.127e-03
36           35.2       0.346     -5.961e-03
37           36.2       0.356     -5.988e-03
38           37.2       0.366     -5.814e-03
39           38.2       0.376     -5.780e-03
40           39.2       0.386     -5.639e-03
41           40.2       0.396     -5.432e-03
42           41.2       0.406     -5.311e-03
43           42.2       0.416     -5.230e-03
44           43.2       0.426     -5.236e-03
45           44.2       0.436     -5.079e-03
46           45.2       0.446     -4.972e-03
47           46.2       0.456     -4.913e-03
48           47.2       0.466     -4.789e-03
49           48.2       0.476     -4.666e-03
50           49.2       0.486     -4.711e-03
51           51.1       0.496     -4.601e-03
52           52.3       0.505     -4.204e-03
53           53.3       0.515     -4.035e-03
54           54.3       0.525     -4.406e-03
55           55.3       0.535     -4.297e-03
56           56.3       0.545     -4.224e-03
57           57.3       0.555     -4.144e-03
58           58.3       0.565     -4.018e-03
59           59.3       0.575     -3.856e-03
60           60.3       0.585     -3.834e-03
61           61.9       0.593     -3.727e-03
62           63.1       0.590     -3.729e-03
63           64.1       0.580     -3.840e-03
64           65.1       0.570     -3.929e-03
65           66.1       0.560     -4.023e-03
66           67.1       0.550     -4.107e-03
67           68.1       0.540     -4.198e-03
68           69.1       0.530     -4.302e-03
69           70.1       0.520     -4.448e-03
70           71.1       0.510     -4.547e-03
71           72.1       0.500     -4.640e-03
72           73.1       0.490     -4.735e-03
73           74.1       0.480     -4.819e-03
74           75.1       0.470     -4.913e-03
75           76.1       0.460     -5.020e-03
76           77.1       0.450     -5.119e-03
77           78.1       0.440     -5.187e-03
78           79.1       0.430     -4.958e-03
79           80.1       0.420     -5.282e-03
80           81.1       0.410     -5.470e-03
81           82.1       0.400     -5.594e-03
82           83.1       0.390     -5.708e-03
83           84.1       0.380     -5.813e-03
84           85.1       0.370     -5.893e-03
85           86.1       0.360     -6.047e-03
86           87.1       0.350     -6.175e-03
87           88.1       0.340     -6.300e-03
88           89.1       0.330     -6.403e-03
89           90.1       0.320     -6.505e-03
90           91.1       0.310     -6.604e-03
91           92.1       0.300     -6.699e-03
92           93.1       0.290     -6.801e-03
93           94.1       0.280     -6.903e-03
94           95.1       0.270     -6.998e-03
95           96.1       0.260     -7.085e-03
96           97.1       0.250     -7.167e-03
97           98.1       0.240     -7.256e-03
98           99.1       0.230     -7.357e-03
99          100.1       0.220     -7.485e-03
100         101.1       0.210     -7.601e-03
101         102.1       0.200     -7.741e-03
102         103.1       0.190     -7.843e-03
103         104.1       0.180     -7.945e-03
104         105.1       0.170     -8.030e-03
105         106.1       0.160     -8.127e-03
106         107.1       0.150     -8.225e-03
107         108.1       0.140     -8.323e-03
108         109.1       0.130     -8.413e-03
109         110.1       0.120     -8.501e-03
110         111.1       0.110     -8.595e-03
111         112.1       0.100     -8.687e-03
112         113.1       0.090     -8.788e-03
113         114.1       0.080     -8.879e-03
114         115.1       0.070     -8.991e-03
115         116.1       0.060     -9.110e-03
116         117.1       0.050     -9.208e-03
117         118.1       0.040     -9.295e-03
118         119.1       0.030     -9.374e-03
119         120.1       0.020     -9.440e-03
120         121.1       0.010     -6.368e-03
121         122.7       0.003     -3.634e-03

