File............:   - APR,20.2017

System..........:  
Temperature.....:  unknown
Time............:  18:30:41-18:32:56
Scan mode.......:   10mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Steady state current/voltage diagramm

Lines:   122
Columns: 3

Number    Time/s    Potential/V   Current/A 
1             0.0       0.000     -3.238e-02
2             1.1       0.005     -3.179e-02
3             2.1       0.015     -3.183e-02
4             3.1       0.025     -3.150e-02
5             4.1       0.035     -3.116e-02
6             5.1       0.045     -3.083e-02
7             6.1       0.055     -3.049e-02
8             7.1       0.065     -3.017e-02
9             8.1       0.075     -2.983e-02
10            9.1       0.085     -2.949e-02
11           10.1       0.095     -2.915e-02
12           11.1       0.105     -2.883e-02
13           12.1       0.115     -2.850e-02
14           13.1       0.125     -2.817e-02
15           14.1       0.135     -2.783e-02
16           15.1       0.145     -2.750e-02
17           16.1       0.155     -2.718e-02
18           17.1       0.165     -2.684e-02
19           18.1       0.175     -2.651e-02
20           19.1       0.185     -2.617e-02
21           20.1       0.195     -2.584e-02
22           21.1       0.205     -2.551e-02
23           22.1       0.215     -2.518e-02
24           23.1       0.225     -2.486e-02
25           24.1       0.235     -2.453e-02
26           25.1       0.245     -2.420e-02
27           26.1       0.255     -2.387e-02
28           27.1       0.265     -2.355e-02
29           28.1       0.275     -2.321e-02
30           29.1       0.285     -2.288e-02
31           30.1       0.295     -2.255e-02
32           31.1       0.305     -2.224e-02
33           32.1       0.315     -2.192e-02
34           33.1       0.325     -2.164e-02
35           34.1       0.335     -2.128e-02
36           35.1       0.345     -2.096e-02
37           36.1       0.355     -2.065e-02
38           37.1       0.365     -2.032e-02
39           38.1       0.375     -2.000e-02
40           39.1       0.385     -1.967e-02
41           40.1       0.395     -1.934e-02
42           41.1       0.405     -1.903e-02
43           42.1       0.415     -1.871e-02
44           43.1       0.425     -1.839e-02
45           44.1       0.435     -1.808e-02
46           45.1       0.445     -1.775e-02
47           46.1       0.455     -1.745e-02
48           47.1       0.465     -1.717e-02
49           48.1       0.475     -1.683e-02
50           49.1       0.485     -1.653e-02
51           50.1       0.495     -1.621e-02
52           51.1       0.500     -1.604e-02
53           52.4       0.505     -1.578e-02
54           53.4       0.515     -1.557e-02
55           54.4       0.525     -1.527e-02
56           55.4       0.535     -1.497e-02
57           56.4       0.545     -1.468e-02
58           57.4       0.555     -1.438e-02
59           58.4       0.565     -1.409e-02
60           59.4       0.575     -1.379e-02
61           60.4       0.585     -1.350e-02
62           61.9       0.592     -1.324e-02
63           63.2       0.590     -1.325e-02
64           64.2       0.580     -1.363e-02
65           65.2       0.570     -1.390e-02
66           66.2       0.560     -1.419e-02
67           67.2       0.550     -1.448e-02
68           68.2       0.540     -1.475e-02
69           69.2       0.530     -1.503e-02
70           70.2       0.520     -1.532e-02
71           71.3       0.510     -1.560e-02
72           72.2       0.500     -1.590e-02
73           73.2       0.490     -1.617e-02
74           74.2       0.480     -1.645e-02
75           75.2       0.470     -1.674e-02
76           76.2       0.460     -1.703e-02
77           77.2       0.450     -1.732e-02
78           78.2       0.440     -1.761e-02
79           79.2       0.430     -1.790e-02
80           80.2       0.420     -1.819e-02
81           81.2       0.410     -1.848e-02
82           82.2       0.400     -1.877e-02
83           83.2       0.390     -1.906e-02
84           84.2       0.380     -1.935e-02
85           85.2       0.370     -1.964e-02
86           86.2       0.360     -1.993e-02
87           87.2       0.350     -2.023e-02
88           88.2       0.340     -2.052e-02
89           89.2       0.330     -2.081e-02
90           90.2       0.320     -2.111e-02
91           91.2       0.310     -2.141e-02
92           92.2       0.300     -2.171e-02
93           93.2       0.290     -2.201e-02
94           94.2       0.280     -2.229e-02
95           95.2       0.270     -2.259e-02
96           96.2       0.260     -2.288e-02
97           97.2       0.250     -2.317e-02
98           98.2       0.240     -2.347e-02
99           99.2       0.230     -2.375e-02
100         100.2       0.220     -2.403e-02
101         101.2       0.210     -2.432e-02
102         102.2       0.200     -2.460e-02
103         103.2       0.190     -2.489e-02
104         104.2       0.180     -2.516e-02
105         105.2       0.170     -2.543e-02
106         106.2       0.160     -2.571e-02
107         107.2       0.150     -2.600e-02
108         108.2       0.140     -2.629e-02
109         109.2       0.130     -2.658e-02
110         110.2       0.120     -2.686e-02
111         111.2       0.110     -2.714e-02
112         112.2       0.100     -2.742e-02
113         113.2       0.090     -2.771e-02
114         114.2       0.080     -2.800e-02
115         115.2       0.070     -2.829e-02
116         116.2       0.060     -2.858e-02
117         117.2       0.050     -2.886e-02
118         118.2       0.040     -2.914e-02
119         119.2       0.030     -2.943e-02
120         120.2       0.020     -2.971e-02
121         121.2       0.010     -2.998e-02
122         122.8       0.002     -3.021e-02

