File............:   - APR,24.2017

System..........:  
Temperature.....:  unknown
Time............:  20:41:28-20:43:31
Scan mode.......:   10mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Steady state current/voltage diagramm

Lines:   118
Columns: 3

Number    Time/s    Potential/V   Current/A 
1             0.0       1.170      9.674e-04
2             1.1       1.165      9.054e-04
3             2.1       1.155      8.144e-04
4             3.1       1.145      7.194e-04
5             4.1       1.135      6.250e-04
6             5.1       1.125      5.277e-04
7             6.1       1.115      4.325e-04
8             7.1       1.105      3.370e-04
9             8.1       1.095      2.406e-04
10            9.1       1.085      1.445e-04
11           10.1       1.075      4.615e-05
12           11.1       1.070     -3.340e-06
13           12.8       1.061     -9.058e-05
14           13.8       1.051     -1.901e-04
15           14.8       1.041     -2.887e-04
16           16.6       1.023     -4.568e-04
17           17.6       1.014     -5.625e-04
18           18.6       1.004     -6.631e-04
19           19.6       0.994     -7.641e-04
20           20.6       0.984     -8.650e-04
21           21.6       0.974     -9.676e-04
22           22.6       0.964     -1.070e-03
23           23.6       0.954     -1.173e-03
24           24.6       0.944     -1.275e-03
25           25.6       0.934     -1.378e-03
26           26.6       0.924     -1.482e-03
27           27.6       0.914     -1.587e-03
28           28.6       0.904     -1.692e-03
29           29.6       0.894     -1.797e-03
30           30.6       0.884     -1.903e-03
31           31.6       0.874     -2.008e-03
32           32.6       0.864     -2.116e-03
33           33.6       0.854     -2.222e-03
34           34.6       0.844     -2.329e-03
35           35.6       0.834     -2.437e-03
36           36.6       0.824     -2.545e-03
37           37.6       0.814     -2.653e-03
38           38.6       0.804     -2.762e-03
39           39.6       0.794     -2.871e-03
40           40.6       0.784     -2.981e-03
41           41.6       0.774     -3.092e-03
42           42.6       0.764     -3.201e-03
43           43.6       0.754     -3.312e-03
44           44.6       0.744     -3.423e-03
45           45.6       0.734     -3.536e-03
46           46.6       0.723     -3.647e-03
47           47.6       0.713     -3.761e-03
48           48.6       0.704     -3.873e-03
49           49.6       0.694     -3.986e-03
50           51.2       0.678     -4.100e-03
51           52.2       0.668     -4.268e-03
52           53.2       0.658     -4.384e-03
53           54.2       0.648     -4.498e-03
54           55.2       0.638     -4.614e-03
55           56.2       0.628     -4.732e-03
56           57.2       0.618     -4.846e-03
57           58.2       0.608     -4.963e-03
58           59.2       0.598     -5.079e-03
59           60.2       0.588     -5.198e-03
60           61.2       0.578     -5.316e-03
61           62.2       0.568     -5.435e-03
62           63.2       0.558     -5.554e-03
63           64.2       0.548     -5.675e-03
64           65.2       0.538     -5.794e-03
65           66.2       0.528     -5.917e-03
66           67.2       0.518     -6.036e-03
67           68.2       0.508     -6.153e-03
68           69.2       0.498     -6.276e-03
69           70.2       0.488     -6.394e-03
70           71.2       0.478     -6.516e-03
71           72.2       0.468     -6.639e-03
72           73.2       0.458     -6.759e-03
73           74.2       0.448     -6.882e-03
74           75.2       0.438     -7.003e-03
75           76.2       0.428     -7.126e-03
76           77.2       0.418     -7.250e-03
77           78.2       0.408     -7.372e-03
78           79.2       0.398     -7.495e-03
79           80.2       0.388     -7.619e-03
80           81.2       0.378     -7.740e-03
81           82.2       0.368     -7.863e-03
82           83.2       0.358     -7.987e-03
83           84.2       0.348     -8.109e-03
84           85.2       0.338     -8.232e-03
85           86.2       0.328     -8.355e-03
86           87.2       0.318     -8.477e-03
87           88.2       0.308     -8.602e-03
88           89.2       0.298     -8.724e-03
89           90.2       0.288     -8.847e-03
90           91.2       0.278     -8.969e-03
91           92.2       0.268     -9.089e-03
92           93.2       0.258     -9.207e-03
93           94.2       0.248     -9.324e-03
94           95.2       0.238     -9.445e-03
95           96.2       0.228     -9.562e-03
96           97.2       0.218     -9.675e-03
97           98.2       0.208     -9.793e-03
98           99.2       0.198     -9.909e-03
99          100.2       0.188     -1.002e-02
100         101.2       0.178     -1.014e-02
101         102.2       0.168     -1.025e-02
102         103.2       0.158     -1.037e-02
103         104.2       0.148     -1.048e-02
104         105.2       0.138     -1.059e-02
105         106.2       0.128     -1.070e-02
106         107.2       0.118     -1.081e-02
107         108.2       0.108     -1.092e-02
108         109.2       0.098     -1.103e-02
109         110.2       0.088     -1.114e-02
110         111.2       0.078     -1.125e-02
111         112.2       0.068     -1.136e-02
112         113.2       0.058     -1.146e-02
113         114.2       0.048     -1.158e-02
114         115.2       0.038     -1.169e-02
115         116.2       0.028     -1.179e-02
116         117.2       0.018     -1.190e-02
117         118.2       0.008     -1.201e-02
118         119.5       0.001     -1.209e-02

