File............:   - APR,20.2017

System..........:  
Temperature.....:  unknown
Time............:  19:45:19-19:47:25
Scan mode.......:   10mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Steady state current/voltage diagramm

Lines:   122
Columns: 3

Number    Time/s    Potential/V   Current/A 
1             0.0       0.000     -1.761e-02
2             1.1       0.005     -1.732e-02
3             2.1       0.015     -1.735e-02
4             3.1       0.025     -1.717e-02
5             4.1       0.035     -1.700e-02
6             5.1       0.045     -1.682e-02
7             6.1       0.055     -1.664e-02
8             7.1       0.065     -1.646e-02
9             8.1       0.075     -1.628e-02
10            9.1       0.085     -1.611e-02
11           10.1       0.095     -1.593e-02
12           11.1       0.105     -1.575e-02
13           12.1       0.115     -1.556e-02
14           13.1       0.125     -1.538e-02
15           14.1       0.135     -1.520e-02
16           15.1       0.145     -1.502e-02
17           16.1       0.155     -1.484e-02
18           17.1       0.165     -1.466e-02
19           18.1       0.175     -1.449e-02
20           19.1       0.185     -1.431e-02
21           20.1       0.195     -1.413e-02
22           21.1       0.205     -1.396e-02
23           22.1       0.215     -1.378e-02
24           23.1       0.225     -1.360e-02
25           24.1       0.235     -1.342e-02
26           25.1       0.245     -1.324e-02
27           26.1       0.255     -1.307e-02
28           27.1       0.265     -1.290e-02
29           28.1       0.275     -1.272e-02
30           29.1       0.285     -1.255e-02
31           30.1       0.295     -1.238e-02
32           31.1       0.305     -1.220e-02
33           32.1       0.315     -1.203e-02
34           33.1       0.325     -1.185e-02
35           34.1       0.335     -1.168e-02
36           35.1       0.345     -1.151e-02
37           36.1       0.355     -1.133e-02
38           37.1       0.365     -1.116e-02
39           38.1       0.375     -1.099e-02
40           39.1       0.385     -1.082e-02
41           40.1       0.395     -1.065e-02
42           41.1       0.405     -1.048e-02
43           42.1       0.415     -1.031e-02
44           43.1       0.425     -1.014e-02
45           44.1       0.435     -9.965e-03
46           45.1       0.445     -9.796e-03
47           46.1       0.455     -9.627e-03
48           47.1       0.465     -9.460e-03
49           48.1       0.475     -9.291e-03
50           49.1       0.485     -9.124e-03
51           50.1       0.495     -8.957e-03
52           51.1       0.500     -8.869e-03
53           52.4       0.505     -8.684e-03
54           53.4       0.515     -8.623e-03
55           54.4       0.525     -8.456e-03
56           55.4       0.535     -8.291e-03
57           56.4       0.545     -8.122e-03
58           57.4       0.555     -7.957e-03
59           58.4       0.565     -7.793e-03
60           59.4       0.575     -7.625e-03
61           60.4       0.585     -7.460e-03
62           61.9       0.593     -7.311e-03
63           63.1       0.590     -7.282e-03
64           64.1       0.580     -7.533e-03
65           65.2       0.570     -7.699e-03
66           66.2       0.560     -7.866e-03
67           67.2       0.550     -8.031e-03
68           68.2       0.540     -8.198e-03
69           69.2       0.530     -8.365e-03
70           70.2       0.520     -8.534e-03
71           71.1       0.510     -8.705e-03
72           72.1       0.500     -8.873e-03
73           73.1       0.490     -9.045e-03
74           74.1       0.480     -9.217e-03
75           75.1       0.470     -9.388e-03
76           76.1       0.460     -9.559e-03
77           77.2       0.450     -9.729e-03
78           78.2       0.440     -9.903e-03
79           79.2       0.430     -1.008e-02
80           80.2       0.420     -1.025e-02
81           81.2       0.410     -1.042e-02
82           82.1       0.400     -1.060e-02
83           83.2       0.390     -1.077e-02
84           84.2       0.380     -1.095e-02
85           85.2       0.370     -1.112e-02
86           86.2       0.360     -1.130e-02
87           87.2       0.350     -1.147e-02
88           88.1       0.340     -1.165e-02
89           89.2       0.330     -1.183e-02
90           90.2       0.320     -1.201e-02
91           91.2       0.310     -1.219e-02
92           92.2       0.300     -1.236e-02
93           93.1       0.290     -1.254e-02
94           94.2       0.280     -1.272e-02
95           95.2       0.270     -1.290e-02
96           96.2       0.260     -1.307e-02
97           97.2       0.250     -1.325e-02
98           98.2       0.240     -1.342e-02
99           99.2       0.230     -1.359e-02
100         100.1       0.220     -1.377e-02
101         101.1       0.210     -1.394e-02
102         102.1       0.200     -1.412e-02
103         103.1       0.190     -1.429e-02
104         104.1       0.180     -1.446e-02
105         105.1       0.170     -1.464e-02
106         106.1       0.160     -1.481e-02
107         107.1       0.150     -1.499e-02
108         108.1       0.140     -1.516e-02
109         109.1       0.130     -1.533e-02
110         110.1       0.120     -1.551e-02
111         111.2       0.110     -1.568e-02
112         112.2       0.100     -1.585e-02
113         113.2       0.090     -1.603e-02
114         114.2       0.080     -1.620e-02
115         115.2       0.070     -1.637e-02
116         116.2       0.060     -1.654e-02
117         117.2       0.050     -1.671e-02
118         118.2       0.040     -1.689e-02
119         119.2       0.030     -1.706e-02
120         120.2       0.020     -1.723e-02
121         121.2       0.010     -1.740e-02
122         122.7       0.003     -1.755e-02

