File.......:   - APR,20.2017

System.....:  
Potential..:  -0.003V
Current....:  -17.054mA
Temperature:  unknown
Time.......:  19:35:32 - 19:37:17
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   57
Columns: 5

Number   Frequency/Hz   impedance R/Ohm   impedance I/Ohm   Significance   Time/s 
   1      1.0000e+06       3.0069e+01        5.3017e+00        0.998           0.0
   2      7.9499e+05       2.9104e+01        4.3675e+00        0.999           1.1
   3      6.3201e+05       2.8383e+01        3.3438e+00        0.999           1.5
   4      5.0244e+05       2.7939e+01        2.1731e+00        0.999           2.0
   5      3.9943e+05       2.7844e+01        1.0913e+00        0.999           2.7
   6      3.1754e+05       2.7703e+01        1.4025e-03        0.999           3.4
   7      2.5244e+05       2.7751e+01       -8.0479e-01        0.997           3.9
   8      2.0069e+05       2.8457e+01       -1.6399e+00        0.999           4.4
   9      1.5955e+05       2.8778e+01       -2.4020e+00        0.999           4.9
  10      1.2684e+05       2.9445e+01       -3.2077e+00        0.998           5.4
  11      1.0083e+05       3.0128e+01       -3.5403e+00        1.000           5.9
  12      8.0162e+04       3.0897e+01       -3.9817e+00        0.999           6.4
  13      6.3727e+04       3.1602e+01       -4.3919e+00        0.999           6.9
  14      5.0663e+04       3.2455e+01       -4.6854e+00        1.000           7.4
  15      4.0276e+04       3.3342e+01       -4.9175e+00        1.000           7.9
  16      3.2019e+04       3.4245e+01       -5.0766e+00        0.999           8.5
  17      2.5455e+04       3.5039e+01       -5.1853e+00        1.000           9.0
  18      2.0236e+04       3.5913e+01       -5.2053e+00        1.000           9.5
  19      1.6088e+04       3.6740e+01       -5.1922e+00        1.000          10.0
  20      1.2789e+04       3.7571e+01       -5.2256e+00        1.000          10.5
  21      1.0167e+04       3.8343e+01       -5.1614e+00        1.000          10.9
  22      8.0830e+03       3.9083e+01       -5.1013e+00        1.000          11.4
  23      6.4259e+03       3.9818e+01       -4.9898e+00        1.000          11.9
  24      5.1085e+03       4.0492e+01       -4.9584e+00        1.000          12.4
  25      4.0612e+03       4.1159e+01       -4.9587e+00        1.000          12.9
  26      3.2286e+03       4.1779e+01       -5.1581e+00        1.000          13.4
  27      2.5667e+03       4.2452e+01       -5.2266e+00        1.000          13.9
  28      2.0405e+03       4.3162e+01       -5.3036e+00        1.000          14.4
  29      1.6222e+03       4.3840e+01       -5.5431e+00        1.000          14.9
  30      1.2896e+03       4.4679e+01       -5.6596e+00        1.000          15.4
  31      1.0252e+03       4.5532e+01       -5.7820e+00        1.000          15.9
  32      8.1504e+02       4.6427e+01       -5.9816e+00        1.000          16.4
  33      6.4794e+02       4.7381e+01       -5.9884e+00        1.000          16.8
  34      5.1511e+02       4.8363e+01       -6.0051e+00        1.000          17.3
  35      4.0950e+02       4.9396e+01       -5.8362e+00        1.000          17.8
  36      3.2555e+02       5.0364e+01       -5.7038e+00        1.000          18.3
  37      2.5881e+02       5.1283e+01       -5.5253e+00        1.000          18.8
  38      2.0575e+02       5.2157e+01       -5.3417e+00        1.000          19.3
  39      1.6357e+02       5.3021e+01       -5.0163e+00        1.000          19.8
  40      1.3004e+02       5.3816e+01       -4.6545e+00        1.000          20.3
  41      1.0338e+02       5.4416e+01       -4.2709e+00        1.000          20.8
  42      8.2183e+01       5.5061e+01       -3.9933e+00        1.000          21.4
  43      6.5630e+01       5.5588e+01       -3.6027e+00        1.000          23.1
  44      5.1793e+01       5.6393e+01       -4.4358e+00        1.000          24.5
  45      4.0333e+01       5.7128e+01       -3.0094e+00        1.000          26.3
  46      3.0941e+01       5.7526e+01       -2.7152e+00        0.999          27.8
  47      2.3336e+01       5.7907e+01       -2.3492e+00        1.000          29.4
  48      1.7264e+01       5.8393e+01       -2.0316e+00        1.000          31.2
  49      1.2492e+01       5.8703e+01       -1.6757e+00        0.999          33.2
  50      8.8124e+00       5.8811e+01       -1.4306e+00        1.000          35.6
  51      6.0391e+00       5.9170e+01       -9.7644e-01        0.999          38.6
  52      4.0045e+00       5.9797e+01       -7.2082e-01        1.000          42.4
  53      2.5599e+00       5.9317e+01       -4.9679e-01        0.999          47.3
  54      1.5737e+00       5.9750e+01       -3.0317e-01        1.000          55.0
  55      9.3109e-01       5.9425e+01       -2.4247e-01        1.000          64.8
  56      5.3348e-01       5.9952e+01        7.5117e-02        0.999          78.2
  57      3.0000e-01       5.9527e+01        1.3157e-01        0.999          97.0

