File............:   - APR,24.2017

System..........:  
Temperature.....:  unknown
Time............:  21:05:15-21:07:19
Scan mode.......:   10mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Steady state current/voltage diagramm

Lines:   119
Columns: 3

Number    Time/s    Potential/V   Current/A 
1             0.0       1.176      5.820e-04
2             1.1       1.171      5.404e-04
3             2.1       1.161      4.852e-04
4             3.1       1.151      4.262e-04
5             4.1       1.141      3.684e-04
6             5.1       1.131      3.100e-04
7             6.1       1.121      2.521e-04
8             7.1       1.111      1.944e-04
9             8.1       1.101      1.342e-04
10            9.1       1.091      7.773e-05
11           10.1       1.081      1.900e-05
12           10.1       1.076      1.900e-05
13           12.0       1.065     -7.060e-05
14           13.0       1.055     -1.297e-04
15           14.0       1.045     -1.890e-04
16           15.0       1.035     -2.484e-04
17           16.0       1.025     -3.081e-04
18           17.0       1.015     -3.674e-04
19           18.2       1.003     -4.382e-04
20           19.2       0.993     -5.013e-04
21           20.2       0.983     -5.615e-04
22           21.2       0.973     -6.222e-04
23           22.2       0.963     -6.837e-04
24           23.2       0.953     -7.448e-04
25           24.2       0.943     -8.065e-04
26           25.2       0.933     -8.677e-04
27           26.2       0.923     -9.298e-04
28           27.2       0.913     -9.920e-04
29           28.2       0.903     -1.054e-03
30           29.2       0.893     -1.116e-03
31           30.2       0.883     -1.180e-03
32           31.2       0.873     -1.243e-03
33           32.2       0.863     -1.307e-03
34           33.2       0.853     -1.370e-03
35           34.2       0.843     -1.434e-03
36           35.2       0.833     -1.498e-03
37           36.2       0.823     -1.563e-03
38           37.2       0.813     -1.627e-03
39           38.2       0.803     -1.692e-03
40           39.2       0.793     -1.757e-03
41           40.2       0.783     -1.822e-03
42           41.2       0.773     -1.887e-03
43           42.2       0.763     -1.954e-03
44           43.2       0.753     -2.021e-03
45           44.2       0.743     -2.087e-03
46           45.2       0.733     -2.153e-03
47           46.2       0.723     -2.221e-03
48           47.2       0.713     -2.289e-03
49           48.2       0.703     -2.356e-03
50           49.2       0.693     -2.424e-03
51           50.2       0.683     -2.492e-03
52           51.2       0.673     -2.560e-03
53           52.2       0.663     -2.628e-03
54           53.2       0.653     -2.697e-03
55           54.2       0.643     -2.766e-03
56           55.2       0.633     -2.836e-03
57           56.2       0.623     -2.905e-03
58           57.2       0.613     -2.975e-03
59           58.2       0.603     -3.045e-03
60           59.2       0.593     -3.115e-03
61           60.2       0.583     -3.187e-03
62           61.2       0.573     -3.257e-03
63           62.2       0.563     -3.328e-03
64           63.2       0.553     -3.400e-03
65           64.2       0.543     -3.472e-03
66           65.2       0.533     -3.543e-03
67           66.2       0.523     -3.616e-03
68           67.2       0.513     -3.689e-03
69           68.2       0.503     -3.762e-03
70           69.2       0.493     -3.834e-03
71           70.2       0.483     -3.908e-03
72           71.2       0.473     -3.982e-03
73           72.2       0.463     -4.055e-03
74           73.2       0.453     -4.066e-03
75           74.2       0.443     -4.189e-03
76           75.2       0.433     -4.263e-03
77           76.2       0.423     -4.336e-03
78           77.2       0.413     -4.412e-03
79           78.2       0.403     -4.482e-03
80           79.2       0.393     -4.557e-03
81           80.2       0.383     -4.633e-03
82           81.2       0.373     -4.706e-03
83           82.2       0.363     -4.780e-03
84           83.2       0.353     -4.853e-03
85           84.2       0.343     -4.928e-03
86           85.2       0.333     -5.002e-03
87           86.2       0.323     -5.075e-03
88           87.2       0.313     -5.149e-03
89           88.2       0.303     -5.222e-03
90           89.2       0.293     -5.293e-03
91           90.2       0.283     -5.367e-03
92           91.2       0.273     -5.439e-03
93           92.2       0.263     -5.511e-03
94           93.2       0.253     -5.582e-03
95           94.2       0.243     -5.653e-03
96           95.2       0.233     -5.726e-03
97           96.2       0.223     -5.794e-03
98           97.2       0.213     -5.863e-03
99           98.2       0.203     -5.932e-03
100          99.2       0.193     -6.001e-03
101         100.2       0.183     -6.070e-03
102         101.2       0.173     -6.138e-03
103         102.2       0.163     -6.206e-03
104         103.2       0.153     -6.271e-03
105         104.2       0.143     -6.340e-03
106         105.2       0.133     -6.405e-03
107         106.2       0.123     -6.471e-03
108         107.2       0.113     -6.538e-03
109         108.2       0.103     -6.603e-03
110         109.2       0.093     -6.672e-03
111         110.2       0.083     -6.734e-03
112         111.2       0.073     -6.803e-03
113         112.2       0.063     -6.868e-03
114         113.2       0.053     -6.937e-03
115         114.2       0.043     -7.005e-03
116         115.2       0.033     -7.070e-03
117         116.2       0.023     -7.138e-03
118         117.2       0.013     -7.205e-03
119         119.0       0.004     -7.272e-03

