File............:   - APR,24.2017

System..........:  
Temperature.....:  unknown
Time............:  20:16:23-20:18:25
Scan mode.......:   10mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Steady state current/voltage diagramm

Lines:   117
Columns: 3

Number    Time/s    Potential/V   Current/A 
1             0.0       1.159      1.567e-03
2             1.1       1.154      1.463e-03
3             2.1       1.144      1.325e-03
4             3.1       1.134      1.170e-03
5             4.1       1.124      1.014e-03
6             5.1       1.114      8.582e-04
7             6.1       1.104      7.029e-04
8             7.1       1.094      5.437e-04
9             8.1       1.084      3.860e-04
10            9.1       1.074      2.277e-04
11           10.1       1.064      6.855e-05
12           10.1       1.059      6.855e-05
13           11.4       1.054     -8.907e-05
14           12.4       1.044     -2.501e-04
15           13.9       1.029     -4.870e-04
16           14.9       1.019     -6.548e-04
17           15.9       1.009     -8.169e-04
18           16.9       0.999     -9.803e-04
19           17.9       0.989     -1.144e-03
20           18.9       0.979     -1.308e-03
21           19.9       0.969     -1.474e-03
22           20.9       0.959     -1.640e-03
23           21.9       0.949     -1.806e-03
24           22.9       0.939     -1.973e-03
25           23.9       0.929     -2.141e-03
26           24.9       0.919     -2.308e-03
27           25.9       0.909     -2.477e-03
28           26.9       0.899     -2.646e-03
29           27.9       0.889     -2.816e-03
30           28.9       0.879     -2.987e-03
31           29.9       0.869     -3.158e-03
32           30.9       0.859     -3.330e-03
33           31.9       0.849     -3.504e-03
34           32.9       0.839     -3.676e-03
35           33.9       0.829     -3.850e-03
36           35.9       0.809     -4.162e-03
37           36.9       0.799     -4.360e-03
38           37.9       0.789     -4.535e-03
39           38.9       0.779     -4.712e-03
40           39.9       0.769     -4.890e-03
41           40.9       0.759     -5.068e-03
42           41.9       0.749     -5.245e-03
43           42.9       0.739     -5.425e-03
44           43.9       0.729     -5.604e-03
45           44.9       0.719     -5.783e-03
46           45.9       0.709     -5.961e-03
47           46.9       0.699     -6.142e-03
48           47.9       0.689     -6.323e-03
49           48.9       0.679     -6.505e-03
50           49.9       0.669     -6.688e-03
51           50.9       0.659     -6.871e-03
52           51.9       0.649     -7.052e-03
53           52.9       0.639     -7.238e-03
54           53.9       0.629     -7.422e-03
55           54.9       0.619     -7.607e-03
56           55.9       0.609     -7.792e-03
57           56.9       0.599     -7.980e-03
58           57.9       0.589     -8.167e-03
59           58.9       0.579     -8.353e-03
60           59.9       0.569     -8.543e-03
61           60.9       0.559     -8.734e-03
62           61.9       0.549     -8.923e-03
63           62.9       0.539     -9.112e-03
64           63.9       0.529     -9.301e-03
65           64.9       0.519     -9.493e-03
66           65.9       0.509     -9.680e-03
67           66.9       0.499     -9.871e-03
68           67.9       0.489     -1.006e-02
69           68.9       0.479     -1.025e-02
70           69.9       0.469     -1.045e-02
71           70.9       0.459     -1.064e-02
72           71.9       0.449     -1.083e-02
73           72.9       0.439     -1.103e-02
74           73.9       0.429     -1.122e-02
75           74.9       0.419     -1.142e-02
76           75.9       0.409     -1.162e-02
77           76.9       0.399     -1.181e-02
78           77.9       0.389     -1.201e-02
79           78.9       0.379     -1.221e-02
80           79.9       0.369     -1.241e-02
81           80.9       0.359     -1.260e-02
82           81.9       0.349     -1.280e-02
83           82.9       0.339     -1.299e-02
84           83.9       0.329     -1.319e-02
85           84.9       0.319     -1.338e-02
86           85.9       0.309     -1.357e-02
87           86.9       0.299     -1.377e-02
88           87.9       0.289     -1.396e-02
89           88.9       0.279     -1.416e-02
90           89.9       0.269     -1.435e-02
91           90.9       0.259     -1.454e-02
92           91.9       0.249     -1.474e-02
93           92.9       0.239     -1.493e-02
94           93.9       0.229     -1.512e-02
95           94.9       0.219     -1.531e-02
96           95.9       0.209     -1.550e-02
97           96.9       0.199     -1.569e-02
98           97.9       0.189     -1.587e-02
99           98.9       0.179     -1.606e-02
100          99.9       0.169     -1.625e-02
101         100.9       0.159     -1.643e-02
102         101.9       0.149     -1.662e-02
103         102.9       0.139     -1.680e-02
104         103.9       0.129     -1.698e-02
105         104.9       0.119     -1.717e-02
106         105.9       0.109     -1.734e-02
107         106.9       0.099     -1.752e-02
108         107.9       0.089     -1.770e-02
109         108.9       0.079     -1.788e-02
110         109.9       0.069     -1.805e-02
111         110.9       0.059     -1.823e-02
112         111.9       0.049     -1.841e-02
113         112.9       0.039     -1.858e-02
114         113.9       0.029     -1.875e-02
115         114.9       0.019     -1.892e-02
116         115.9       0.009     -1.908e-02
117         117.3       0.002     -1.921e-02

