File............:   - APR,24.2017

System..........:  
Temperature.....:  unknown
Time............:  20:38:21-20:40:23
Scan mode.......:   10mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Steady state current/voltage diagramm

Lines:   117
Columns: 3

Number    Time/s    Potential/V   Current/A 
1             0.0       1.166      9.777e-04
2             1.1       1.161      9.127e-04
3             2.1       1.151      8.268e-04
4             3.1       1.141      7.146e-04
5             4.1       1.131      6.140e-04
6             5.1       1.121      5.187e-04
7             6.1       1.111      4.195e-04
8             7.1       1.101      3.185e-04
9             8.1       1.091      2.245e-04
10            9.1       1.081      1.233e-04
11           10.2       1.065      1.616e-05
12           11.6       1.059     -8.851e-05
13           12.6       1.049     -2.045e-04
14           13.6       1.039     -2.899e-04
15           15.2       1.023     -4.590e-04
16           16.2       1.013     -5.636e-04
17           17.2       1.003     -6.657e-04
18           18.2       0.993     -7.681e-04
19           19.2       0.983     -8.712e-04
20           20.2       0.973     -9.745e-04
21           21.2       0.963     -1.078e-03
22           22.2       0.953     -1.182e-03
23           23.2       0.943     -1.287e-03
24           24.2       0.933     -1.392e-03
25           25.2       0.923     -1.497e-03
26           26.2       0.913     -1.603e-03
27           27.2       0.903     -1.709e-03
28           28.2       0.893     -1.815e-03
29           29.2       0.883     -1.921e-03
30           30.2       0.873     -2.028e-03
31           31.2       0.863     -2.135e-03
32           32.2       0.853     -2.243e-03
33           33.2       0.843     -2.351e-03
34           34.2       0.833     -2.460e-03
35           35.2       0.823     -2.568e-03
36           36.2       0.813     -2.677e-03
37           37.2       0.803     -2.787e-03
38           38.2       0.793     -2.897e-03
39           39.2       0.783     -3.008e-03
40           40.2       0.773     -3.118e-03
41           41.2       0.763     -3.230e-03
42           42.2       0.753     -3.341e-03
43           43.2       0.743     -3.454e-03
44           44.2       0.733     -3.567e-03
45           45.2       0.723     -3.679e-03
46           46.2       0.713     -3.793e-03
47           47.2       0.703     -3.907e-03
48           48.2       0.693     -4.021e-03
49           49.2       0.683     -4.097e-03
50           50.2       0.673     -4.236e-03
51           51.2       0.663     -4.352e-03
52           52.2       0.653     -4.467e-03
53           53.2       0.643     -4.583e-03
54           54.2       0.633     -4.700e-03
55           55.2       0.623     -4.816e-03
56           56.2       0.613     -4.933e-03
57           57.2       0.603     -5.053e-03
58           58.2       0.593     -5.171e-03
59           59.2       0.583     -5.292e-03
60           60.2       0.573     -5.412e-03
61           61.2       0.563     -5.529e-03
62           62.2       0.553     -5.653e-03
63           63.2       0.543     -5.773e-03
64           64.2       0.533     -5.892e-03
65           65.2       0.523     -6.013e-03
66           66.2       0.513     -6.134e-03
67           67.2       0.503     -6.253e-03
68           68.2       0.493     -6.374e-03
69           69.2       0.483     -6.493e-03
70           70.2       0.473     -6.618e-03
71           71.2       0.463     -6.738e-03
72           72.2       0.453     -6.861e-03
73           73.2       0.443     -6.983e-03
74           74.2       0.433     -7.105e-03
75           75.2       0.423     -7.228e-03
76           76.2       0.413     -7.353e-03
77           77.2       0.403     -7.475e-03
78           78.2       0.393     -7.599e-03
79           79.2       0.383     -7.721e-03
80           80.2       0.373     -7.846e-03
81           81.2       0.363     -7.969e-03
82           82.2       0.353     -8.094e-03
83           83.2       0.343     -8.216e-03
84           84.2       0.333     -8.337e-03
85           85.2       0.323     -8.458e-03
86           86.2       0.313     -8.582e-03
87           87.2       0.303     -8.703e-03
88           88.2       0.293     -8.823e-03
89           89.2       0.283     -8.946e-03
90           90.2       0.273     -9.069e-03
91           91.2       0.263     -9.191e-03
92           92.2       0.253     -9.310e-03
93           93.2       0.243     -9.431e-03
94           94.2       0.233     -9.550e-03
95           95.2       0.223     -9.666e-03
96           96.2       0.213     -9.783e-03
97           97.2       0.203     -9.899e-03
98           98.2       0.193     -1.001e-02
99           99.2       0.183     -1.013e-02
100         100.2       0.173     -1.024e-02
101         101.2       0.163     -1.036e-02
102         102.2       0.153     -1.047e-02
103         103.2       0.143     -1.058e-02
104         104.2       0.133     -1.070e-02
105         105.2       0.123     -1.081e-02
106         106.2       0.113     -1.092e-02
107         107.2       0.103     -1.104e-02
108         108.2       0.093     -1.115e-02
109         109.2       0.083     -1.126e-02
110         110.2       0.073     -1.137e-02
111         111.2       0.063     -1.148e-02
112         112.2       0.053     -1.159e-02
113         113.2       0.043     -1.170e-02
114         114.2       0.033     -1.181e-02
115         115.2       0.023     -1.192e-02
116         116.2       0.013     -1.203e-02
117         118.0       0.004     -1.214e-02

