File............:   - APR,24.2017

System..........:  
Temperature.....:  unknown
Time............:  21:02:52-21:04:58
Scan mode.......:   10mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Steady state current/voltage diagramm

Lines:   119
Columns: 3

Number    Time/s    Potential/V   Current/A 
1             0.0       1.180      5.721e-04
2             1.1       1.175      5.334e-04
3             2.1       1.165      4.793e-04
4             3.1       1.155      4.228e-04
5             4.1       1.145      3.668e-04
6             5.1       1.135      3.105e-04
7             6.1       1.125      2.543e-04
8             7.1       1.115      1.981e-04
9             8.1       1.105      1.408e-04
10            9.1       1.095      8.505e-05
11           10.1       1.085      2.811e-05
12           11.1       1.080     -1.411e-06
13           13.1       1.068     -6.698e-05
14           14.1       1.058     -1.254e-04
15           15.1       1.048     -1.835e-04
16           16.1       1.038     -2.417e-04
17           17.1       1.028     -3.002e-04
18           18.1       1.018     -3.587e-04
19           19.5       1.004     -4.363e-04
20           20.5       0.994     -5.007e-04
21           21.5       0.984     -5.606e-04
22           22.5       0.974     -6.204e-04
23           23.5       0.964     -6.806e-04
24           24.5       0.954     -7.408e-04
25           25.5       0.944     -8.015e-04
26           26.5       0.934     -8.626e-04
27           27.5       0.924     -9.237e-04
28           28.5       0.914     -9.850e-04
29           29.5       0.904     -1.047e-03
30           30.5       0.894     -1.108e-03
31           31.5       0.884     -1.171e-03
32           32.5       0.874     -1.233e-03
33           33.5       0.864     -1.296e-03
34           34.5       0.854     -1.358e-03
35           35.5       0.844     -1.421e-03
36           36.5       0.834     -1.485e-03
37           37.5       0.824     -1.548e-03
38           38.5       0.814     -1.612e-03
39           39.5       0.804     -1.676e-03
40           40.5       0.794     -1.740e-03
41           41.5       0.784     -1.805e-03
42           42.5       0.774     -1.869e-03
43           43.5       0.764     -1.934e-03
44           44.5       0.754     -1.999e-03
45           45.5       0.744     -2.065e-03
46           46.5       0.734     -2.130e-03
47           47.5       0.724     -2.196e-03
48           48.5       0.714     -2.263e-03
49           49.5       0.704     -2.329e-03
50           50.5       0.694     -2.396e-03
51           51.5       0.684     -2.464e-03
52           52.5       0.674     -2.531e-03
53           53.5       0.664     -2.600e-03
54           54.5       0.654     -2.669e-03
55           55.5       0.644     -2.737e-03
56           56.5       0.634     -2.807e-03
57           57.5       0.624     -2.876e-03
58           58.5       0.614     -2.946e-03
59           59.5       0.604     -3.016e-03
60           60.5       0.594     -3.087e-03
61           61.5       0.584     -3.157e-03
62           62.5       0.574     -3.228e-03
63           63.5       0.564     -3.299e-03
64           64.5       0.554     -3.371e-03
65           65.5       0.544     -3.443e-03
66           66.5       0.534     -3.515e-03
67           67.5       0.524     -3.587e-03
68           68.5       0.514     -3.660e-03
69           69.5       0.504     -3.733e-03
70           70.5       0.494     -3.806e-03
71           71.5       0.484     -3.880e-03
72           72.5       0.474     -3.953e-03
73           73.5       0.464     -4.028e-03
74           74.5       0.454     -4.062e-03
75           75.5       0.444     -4.159e-03
76           76.5       0.434     -4.235e-03
77           77.5       0.424     -4.309e-03
78           78.5       0.414     -4.383e-03
79           79.5       0.404     -4.458e-03
80           80.5       0.394     -4.530e-03
81           81.5       0.384     -4.607e-03
82           82.5       0.374     -4.681e-03
83           83.5       0.364     -4.756e-03
84           84.5       0.354     -4.832e-03
85           85.5       0.344     -4.905e-03
86           86.5       0.334     -4.981e-03
87           87.5       0.324     -5.056e-03
88           88.5       0.314     -5.129e-03
89           89.5       0.304     -5.203e-03
90           90.5       0.294     -5.278e-03
91           91.5       0.284     -5.350e-03
92           92.5       0.274     -5.424e-03
93           93.5       0.264     -5.493e-03
94           94.5       0.254     -5.569e-03
95           95.5       0.244     -5.641e-03
96           96.5       0.234     -5.712e-03
97           97.5       0.224     -5.784e-03
98           98.5       0.214     -5.854e-03
99           99.5       0.204     -5.925e-03
100         100.5       0.194     -5.996e-03
101         101.5       0.184     -6.068e-03
102         102.5       0.174     -6.137e-03
103         103.5       0.164     -6.206e-03
104         104.5       0.154     -6.274e-03
105         105.5       0.144     -6.344e-03
106         106.5       0.134     -6.412e-03
107         107.5       0.124     -6.479e-03
108         108.5       0.114     -6.547e-03
109         109.5       0.104     -6.618e-03
110         110.5       0.094     -6.686e-03
111         111.5       0.084     -6.754e-03
112         112.5       0.074     -6.822e-03
113         113.5       0.064     -6.890e-03
114         114.5       0.054     -6.957e-03
115         115.5       0.044     -7.029e-03
116         116.5       0.034     -7.093e-03
117         117.5       0.024     -7.161e-03
118         118.5       0.014     -7.229e-03
119         120.5       0.005     -7.297e-03

