File............:   - MAY,06.2017

System..........:  
Temperature.....:  unknown
Time............:  15:10:08-15:11:23
Scan mode.......:   10mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Steady state current/voltage diagramm

Lines:   70
Columns: 3

Number    Time/s    Potential/V   Current/A 
1             0.0       1.003      4.552e-06
2             1.8       1.014      6.787e-05
3             2.8       1.024      1.218e-04
4             3.7       1.034      1.729e-04
5             4.8       1.044      2.289e-04
6             5.8       1.054      2.840e-04
7             6.8       1.064      3.377e-04
8             8.6       1.082      4.406e-04
9             9.6       1.092      4.951e-04
10           10.6       1.102      5.516e-04
11           11.6       1.112      6.079e-04
12           12.6       1.122      6.665e-04
13           13.6       1.132      7.235e-04
14           14.6       1.142      7.809e-04
15           15.6       1.152      8.383e-04
16           16.6       1.162      8.983e-04
17           17.6       1.172      9.549e-04
18           18.6       1.182      1.015e-03
19           19.6       1.192      1.073e-03
20           20.6       1.202      1.134e-03
21           21.6       1.212      1.196e-03
22           22.6       1.222      1.255e-03
23           23.6       1.232      1.318e-03
24           24.6       1.242      1.377e-03
25           25.6       1.252      1.441e-03
26           26.6       1.262      1.502e-03
27           27.6       1.272      1.566e-03
28           28.6       1.282      1.627e-03
29           29.6       1.292      1.689e-03
30           30.6       1.302      1.756e-03
31           31.6       1.312      1.817e-03
32           32.6       1.322      1.881e-03
33           33.6       1.332      1.947e-03
34           34.6       1.342      2.013e-03
35           35.6       1.352      2.079e-03
36           36.6       1.362      2.144e-03
37           37.6       1.372      2.215e-03
38           38.6       1.382      2.283e-03
39           39.6       1.392      2.351e-03
40           40.6       1.402      2.422e-03
41           41.6       1.412      2.493e-03
42           42.6       1.422      2.563e-03
43           43.6       1.432      2.638e-03
44           44.6       1.442      2.711e-03
45           45.6       1.452      2.783e-03
46           46.6       1.462      2.862e-03
47           47.6       1.472      2.936e-03
48           48.6       1.482      3.011e-03
49           49.6       1.492      3.092e-03
50           50.6       1.502      3.169e-03
51           51.6       1.512      3.252e-03
52           52.6       1.522      3.331e-03
53           53.6       1.532      3.416e-03
54           54.6       1.542      3.502e-03
55           55.6       1.552      3.585e-03
56           56.6       1.562      3.674e-03
57           57.6       1.572      3.764e-03
58           58.6       1.582      3.857e-03
59           59.6       1.592      3.946e-03
60           60.6       1.602      4.043e-03
61           61.6       1.612      4.068e-03
62           62.6       1.622      4.213e-03
63           63.6       1.632      4.312e-03
64           64.6       1.642      4.413e-03
65           65.6       1.652      4.509e-03
66           66.6       1.662      4.616e-03
67           67.6       1.672      4.722e-03
68           68.6       1.682      4.823e-03
69           69.6       1.692      4.934e-03
70           70.9       1.699      5.015e-03

